mas_vnr_area,totrms_abvgrd,full_bath,year_remod_add,year_built,1st_flr_sf,total_bsmt_sf,garage_cars,garage_area,gr_liv_area,overall_qual,saleprice
0.0,6,2,2000,1999,1675,1666.0,2.0,435.0,1675,6,195000
0.0,4,1,1954,1954,988,988.0,2.0,520.0,988,5,113000
0.0,7,2,2001,2001,1491,1491.0,2.0,490.0,1491,8,209000
310.0,7,2,1989,1987,1479,1645.0,2.0,578.0,1479,7,213500
0.0,5,1,1951,1951,1112,631.0,2.0,480.0,1112,5,126000
0.0,7,1,1956,1956,1689,1436.0,2.0,480.0,1689,6,127500
178.0,6,2,2007,2007,1710,1710.0,2.0,557.0,1710,9,334000
212.0,5,1,1960,1960,1253,1253.0,1.0,352.0,1253,6,157000
0.0,5,1,1962,1962,864,864.0,1.0,294.0,864,5,125500
0.0,7,2,2005,2005,728,728.0,2.0,410.0,1456,7,189000
0.0,6,2,1991,1990,1217,1188.0,2.0,497.0,1217,7,173000
145.0,9,2,1974,1974,2151,1748.0,2.0,550.0,2646,7,260000
0.0,7,2,2007,2007,866,866.0,2.0,578.0,1768,8,212000
0.0,5,1,1996,1996,914,870.0,2.0,576.0,914,5,148000
0.0,8,2,1964,1964,1131,533.0,2.0,480.0,1775,6,136300
1.0,12,2,1977,1977,1361,1361.0,2.0,600.0,2620,5,190000
0.0,10,2,2006,1900,830,797.0,2.0,420.0,1627,5,139500
0.0,6,2,2003,2003,660,660.0,2.0,400.0,1320,7,162000
0.0,4,1,1950,1939,772,732.0,1.0,264.0,1123,4,100000
0.0,5,1,2003,1968,874,864.0,1.0,288.0,874,5,126500
172.0,8,2,1987,1986,1553,1502.0,2.0,576.0,2730,7,301000
0.0,7,2,1997,1997,905,824.0,2.0,684.0,1786,6,204750
0.0,6,2,1950,1949,1040,0.0,2.0,420.0,1040,4,90000
0.0,10,2,1960,1920,1377,973.0,2.0,393.0,2350,5,130000
300.0,7,1,1968,1968,884,900.0,2.0,530.0,1770,5,155000
0.0,6,1,1960,1960,1269,1269.0,1.0,308.0,1269,5,155000
0.0,6,1,1965,1965,1039,1039.0,2.0,504.0,1039,5,131500
164.0,7,1,1972,1955,1520,1156.0,1.0,364.0,1520,6,153000
200.0,7,2,2008,2007,1704,1704.0,3.0,772.0,1704,8,306000
518.0,6,2,2006,2006,1686,1686.0,3.0,899.0,1686,9,332200
338.0,7,2,2008,2007,1646,1638.0,3.0,800.0,1646,8,293077
0.0,4,1,1961,1961,914,914.0,1.0,270.0,914,4,128000
0.0,5,2,2004,1926,1149,1149.0,1.0,216.0,1616,6,152000
0.0,6,1,1950,1949,720,720.0,0.0,0.0,1192,4,135000
0.0,8,2,1950,1880,1178,1008.0,1.0,205.0,2210,6,117500
0.0,6,1,1950,1927,866,845.0,2.0,576.0,1296,6,127500
0.0,7,2,1981,1981,2497,2461.0,2.0,676.0,2497,8,373000
0.0,6,2,2007,1970,546,546.0,0.0,0.0,1092,6,98000
44.0,6,2,2007,1994,896,423.0,2.0,473.0,1652,7,203135
0.0,7,2,1996,1996,909,880.0,2.0,512.0,1716,7,191000
0.0,6,1,1956,1956,1014,0.0,1.0,267.0,1014,5,98000
0.0,5,3,1988,1987,1200,1200.0,0.0,0.0,1200,5,179000
206.0,7,2,2006,2006,1432,1422.0,2.0,492.0,1432,8,245000
0.0,7,2,1999,1998,1680,1650.0,2.0,583.0,1680,7,213250
0.0,3,1,1950,1948,869,0.0,1.0,390.0,869,4,89900
40.0,7,2,1998,1998,885,832.0,2.0,427.0,1718,7,185000
567.0,6,1,1973,1973,525,525.0,1.0,264.0,1092,6,113500
0.0,4,1,1950,1929,715,715.0,2.0,660.0,715,3,68000
0.0,7,2,2003,2003,1560,1560.0,2.0,573.0,1560,7,201000
0.0,7,2,2005,2005,866,866.0,2.0,603.0,1768,7,226700
970.0,7,2,2007,2007,2290,2320.0,3.0,1174.0,2290,10,500067
0.0,7,2,2005,2004,848,848.0,2.0,433.0,1598,7,201490
0.0,5,1,1994,1994,990,990.0,2.0,528.0,990,5,155000
124.0,4,1,1978,1978,941,941.0,2.0,564.0,941,5,145000
0.0,6,2,1999,1920,751,611.0,2.0,502.0,1362,6,128000
0.0,7,2,2000,2000,940,915.0,2.0,442.0,1690,6,187000
80.0,5,1,2006,2005,1072,547.0,2.0,525.0,1072,6,145500
0.0,4,1,1950,1925,572,572.0,1.0,200.0,572,4,75000
204.0,7,2,2006,2005,1546,1546.0,3.0,796.0,1546,7,217000
60.0,6,2,2008,2008,1346,1336.0,3.0,660.0,1346,7,220000
288.0,8,1,1972,1972,1012,732.0,2.0,484.0,1790,6,165150
0.0,5,1,1978,1978,1026,940.0,2.0,576.0,1026,6,147000
196.0,6,2,1996,1996,1504,1504.0,2.0,478.0,1504,7,203000
0.0,6,1,1959,1959,1700,1398.0,2.0,447.0,1700,5,165500
0.0,5,1,1950,1914,864,864.0,0.0,0.0,864,3,67000
340.0,7,2,1993,1964,1020,822.0,2.0,440.0,1851,6,187000
513.0,4,2,2000,2000,756,756.0,2.0,440.0,1512,6,180000
0.0,8,2,2005,1921,759,651.0,1.0,240.0,1298,6,146500
0.0,7,2,2000,2000,1673,1673.0,2.0,583.0,1673,7,270000
0.0,5,1,1992,1992,996,936.0,2.0,564.0,996,6,147000
0.0,5,1,2004,1948,816,816.0,1.0,280.0,1224,6,132000
0.0,6,1,1950,1920,840,840.0,1.0,338.0,1374,4,105000
0.0,9,2,2000,1912,936,780.0,0.0,0.0,1716,5,135900
603.0,12,3,2003,2003,1690,1650.0,3.0,841.0,3279,8,538000
0.0,5,1,2006,2006,1143,1143.0,0.0,0.0,1143,7,147000
300.0,6,2,2007,2006,1652,1652.0,2.0,840.0,1652,9,325000
0.0,6,1,1993,1947,1054,1046.0,1.0,240.0,1054,5,124000
114.0,5,1,1965,1965,935,935.0,1.0,288.0,935,5,137000
0.0,8,2,1950,1915,1313,1313.0,2.0,528.0,2377,4,142900
0.0,6,1,2005,1948,1122,924.0,2.0,528.0,1122,5,147000
0.0,6,1,1970,1970,1180,1180.0,2.0,477.0,1180,5,128000
0.0,7,1,1950,1916,815,815.0,1.0,225.0,1690,7,144000
178.0,6,2,2006,2006,1370,1370.0,2.0,484.0,1370,8,205000
0.0,7,1,1999,1964,1486,1486.0,2.0,480.0,1486,5,167000
0.0,5,1,1950,1941,676,676.0,1.0,200.0,1131,5,66500
420.0,8,2,1993,1993,1565,1286.0,3.0,704.0,2799,8,315000
0.0,8,2,2006,2006,728,728.0,2.0,440.0,1456,7,155835
0.0,6,2,1996,1995,1734,1587.0,2.0,528.0,1734,8,239500
122.0,6,2,2006,2006,1531,1504.0,3.0,700.0,1531,9,300000
886.0,6,2,2002,2002,1922,1922.0,3.0,692.0,1922,8,282000
69.0,6,1,1960,1960,1144,1144.0,1.0,336.0,1144,5,120000
0.0,5,1,2005,1954,1363,1385.0,2.0,439.0,1363,7,241500
492.0,7,2,2008,2008,1866,1858.0,3.0,870.0,1866,9,336860
0.0,6,1,1950,1922,1077,1007.0,1.0,210.0,1077,3,91000
0.0,5,2,2007,2006,1550,1550.0,2.0,528.0,1550,8,207500
174.0,5,2,2005,2004,1646,1594.0,2.0,482.0,1646,7,250000
16.0,5,2,2006,2005,1248,1248.0,2.0,438.0,1248,7,167240
0.0,5,2,2005,2004,1245,1235.0,2.0,495.0,1245,7,178000
203.0,6,1,1963,1963,1052,1052.0,1.0,311.0,1052,6,127000
120.0,8,2,1967,1967,1829,1829.0,2.0,535.0,1829,6,218500
0.0,4,1,1956,1956,952,952.0,1.0,283.0,952,4,135750
506.0,7,2,2009,2003,1480,1480.0,2.0,620.0,1480,7,214000
366.0,7,2,2006,2005,1844,1844.0,2.0,620.0,1844,8,257000
0.0,5,2,2000,1937,825,825.0,1.0,672.0,1497,6,157000
0.0,5,1,1950,1942,976,976.0,1.0,215.0,976,5,102000
0.0,5,1,2006,1921,964,876.0,2.0,432.0,964,5,163500
183.0,6,2,1999,1999,1501,1490.0,2.0,577.0,1501,7,204000
259.0,7,1,1956,1956,1560,1150.0,1.0,313.0,1560,5,103500
0.0,14,2,1995,1914,1440,1440.0,0.0,0.0,3395,6,200000
0.0,6,1,1958,1958,864,864.0,1.0,399.0,864,5,118000
244.0,6,2,2000,2000,1525,1525.0,2.0,541.0,1525,7,235000
120.0,6,1,1962,1962,1190,1106.0,2.0,540.0,1190,5,132500
0.0,7,2,2006,2006,1302,1302.0,3.0,859.0,1830,8,221300
210.0,6,2,2004,2004,1500,1500.0,2.0,570.0,1500,7,190000
199.0,6,2,2002,2002,878,826.0,2.0,591.0,1762,7,222000
0.0,7,2,2002,1959,1902,1902.0,2.0,567.0,1902,7,335000
294.0,7,2,2008,2008,1658,1614.0,3.0,726.0,1658,8,257500
284.0,6,2,2008,2008,1506,1498.0,2.0,592.0,1506,9,264132
89.0,5,1,2004,1967,899,864.0,1.0,288.0,899,5,130000
0.0,7,2,1982,1930,1001,297.0,1.0,336.0,1654,5,137000
0.0,5,1,1995,1930,912,520.0,1.0,360.0,912,5,99500
0.0,5,1,1978,1978,1373,1319.0,2.0,591.0,1373,5,160250
50.0,7,2,2004,2004,970,970.0,2.0,380.0,1709,7,130000
0.0,5,1,1950,1922,816,816.0,1.0,100.0,816,5,75200
0.0,5,1,1996,1993,1091,384.0,1.0,429.0,1091,6,131250
276.0,5,1,1993,1960,1081,1081.0,1.0,401.0,1081,6,148000
0.0,5,2,1965,1965,1020,1024.0,1.0,288.0,1020,5,124100
210.0,6,1,2007,1961,999,944.0,2.0,588.0,999,7,178400
0.0,8,2,1977,1977,1440,1440.0,0.0,0.0,1440,4,150000
290.0,7,2,1999,1998,853,853.0,2.0,534.0,1753,7,217000
192.0,8,2,2006,2005,1116,1100.0,2.0,760.0,1964,8,252000
0.0,6,1,2006,2006,1141,1141.0,2.0,484.0,1141,7,152000
0.0,5,1,2001,1929,854,832.0,2.0,576.0,854,7,132000
0.0,5,1,1950,1945,885,770.0,1.0,378.0,1182,6,120000
385.0,8,2,2006,2005,1625,1606.0,2.0,521.0,2091,9,338500
0.0,4,1,1994,1920,985,576.0,2.0,676.0,985,4,105000
0.0,6,2,1997,1996,729,729.0,2.0,406.0,1446,7,175000
299.0,8,2,1977,1977,1156,1160.0,2.0,505.0,2022,7,192000
0.0,8,2,2005,2004,847,847.0,2.0,434.0,1948,7,195000
0.0,6,2,2008,2008,786,768.0,2.0,676.0,1590,8,210000
16.0,8,2,2003,2003,847,847.0,2.0,434.0,1948,7,211000
0.0,6,1,1950,1936,757,672.0,1.0,240.0,1324,4,128000
272.0,7,2,1964,1964,1425,1425.0,2.0,576.0,1425,6,180500
0.0,10,2,1950,1900,1422,662.0,2.0,560.0,2337,5,90000
0.0,4,1,1996,1940,908,822.0,2.0,512.0,908,5,138500
0.0,8,2,2006,2006,738,738.0,2.0,440.0,1492,7,169985
0.0,6,1,1961,1961,1150,1150.0,1.0,288.0,1150,5,146000
0.0,9,2,1993,1993,1080,1080.0,3.0,678.0,2097,7,228000
0.0,6,1,1959,1959,1256,1256.0,1.0,311.0,1256,5,159000
0.0,8,2,2006,2006,1095,1095.0,3.0,1053.0,1939,8,266000
145.0,7,1,1950,1924,816,816.0,2.0,450.0,1566,5,139000
0.0,4,1,1955,1955,784,784.0,0.0,0.0,784,4,91900
132.0,7,2,2006,2006,1500,1489.0,2.0,674.0,1500,8,212999
378.0,8,2,2005,2004,1850,1833.0,3.0,772.0,1850,9,326000
0.0,8,2,2004,2004,813,789.0,2.0,393.0,1515,6,179000
258.0,8,2,2007,2006,1537,1518.0,3.0,788.0,1537,8,294000
425.0,5,1,1972,1972,483,483.0,1.0,288.0,987,6,97000
0.0,7,2,2006,2006,1391,1391.0,3.0,868.0,1962,7,239799
0.0,7,1,1990,1961,1433,1251.0,2.0,441.0,1433,5,161000
170.0,3,1,2003,2003,848,848.0,2.0,420.0,848,6,136500
510.0,5,1,2007,1972,483,483.0,1.0,264.0,987,6,118000
0.0,4,1,2006,1982,845,845.0,2.0,360.0,845,4,129500
0.0,5,2,2007,1925,952,952.0,2.0,672.0,1548,7,205000
0.0,9,3,1975,1957,2515,2035.0,2.0,484.0,2515,6,200624
302.0,7,2,2007,2006,1694,1694.0,3.0,856.0,1694,8,322400
180.0,7,2,2007,2007,1602,1578.0,3.0,810.0,1602,8,293200
616.0,6,2,2005,2005,1684,1684.0,2.0,564.0,1684,9,266000
92.0,7,2,1978,1978,918,918.0,2.0,440.0,1683,6,172500
0.0,7,1,1996,1890,1188,1088.0,2.0,456.0,1869,5,124900
0.0,6,1,1950,1923,1432,1022.0,1.0,216.0,1432,6,149000
98.0,6,2,2004,2004,1414,1414.0,2.0,494.0,1414,7,185500
0.0,5,1,2002,2002,1358,1348.0,2.0,418.0,1358,8,220000
140.0,7,2,2007,2007,1496,1496.0,2.0,474.0,1496,8,225000
0.0,4,1,1950,1950,932,932.0,1.0,306.0,932,6,124000
0.0,6,2,1950,1950,1040,0.0,2.0,400.0,1040,3,92900
0.0,5,1,1950,1925,1072,1072.0,5.0,1184.0,1072,5,126500
0.0,5,1,1972,1972,864,864.0,2.0,576.0,864,4,111250
72.0,8,2,2000,2000,997,969.0,3.0,648.0,2285,8,248000
0.0,6,1,1963,1963,1117,1117.0,1.0,264.0,1117,5,136870
170.0,4,1,2003,2003,848,848.0,2.0,420.0,848,6,133000
120.0,6,1,1956,1956,1048,1048.0,1.0,286.0,1048,5,135000
72.0,4,1,1969,1969,936,936.0,1.0,288.0,936,4,111900
0.0,6,1,1980,1962,1283,931.0,2.0,506.0,1283,5,140000
0.0,7,2,1959,1959,1120,0.0,2.0,680.0,1588,4,134432
250.0,8,2,2007,2006,2042,1742.0,3.0,724.0,2042,10,455000
391.0,8,2,1994,1994,1203,1165.0,3.0,844.0,2526,8,290000
0.0,7,2,1999,1999,988,988.0,2.0,597.0,1873,7,235500
0.0,7,1,2004,1900,940,780.0,2.0,400.0,1416,6,156500
0.0,7,2,2000,2000,953,953.0,2.0,460.0,1664,6,172400
0.0,6,2,2008,2007,1428,1428.0,2.0,480.0,1428,7,182000
430.0,6,2,2006,2005,1792,1792.0,3.0,925.0,1792,9,372397
190.0,9,2,2002,1995,1093,1077.0,2.0,614.0,2814,6,260000
0.0,4,1,1950,1919,819,610.0,0.0,0.0,819,5,72000
0.0,8,2,1950,1915,808,536.0,0.0,0.0,1344,3,82375
333.0,7,2,1972,1972,1378,689.0,2.0,583.0,2119,6,158000
0.0,6,1,2001,1948,1072,672.0,1.0,240.0,1285,5,127000
177.0,4,1,1987,1987,1433,1433.0,2.0,528.0,1433,7,270000
0.0,5,1,2009,1983,1496,1496.0,2.0,612.0,2132,8,316600
84.0,5,1,2006,1959,1357,1019.0,1.0,312.0,1357,6,177000
234.0,7,2,1991,1990,2196,2158.0,3.0,701.0,2196,7,271900
0.0,4,1,1976,1976,616,264.0,1.0,336.0,1304,5,115000
0.0,8,2,1987,1872,938,684.0,0.0,0.0,2358,8,122000
0.0,6,2,1986,1986,2726,279.0,2.0,691.0,2726,8,315000
0.0,8,2,2006,2006,939,939.0,2.0,639.0,1797,7,213500
0.0,5,1,1950,1950,1040,0.0,2.0,625.0,1040,5,109500
0.0,5,1,1950,1948,789,789.0,1.0,250.0,789,5,115000
0.0,5,1,2004,2004,1143,1143.0,2.0,588.0,1143,7,176400
0.0,7,2,1968,1968,1489,1489.0,2.0,462.0,1489,6,185750
320.0,7,2,2000,1999,1004,1004.0,3.0,660.0,1852,8,230000
0.0,5,1,1958,1958,960,960.0,0.0,0.0,960,4,90000
796.0,12,2,2008,2008,4692,6110.0,2.0,1418.0,5642,10,160000
0.0,5,1,1970,1970,768,768.0,2.0,624.0,768,5,129500
0.0,6,1,1994,1956,1124,1124.0,1.0,353.0,1124,6,153000
76.0,4,2,2009,2009,612,612.0,2.0,528.0,1224,6,173733
0.0,6,1,2007,2006,1100,1100.0,0.0,0.0,1100,6,146000
340.0,6,2,1950,1949,1019,782.0,2.0,470.0,1556,6,172500
0.0,6,2,1977,1977,1356,1244.0,2.0,528.0,1356,6,188000
0.0,6,2,1976,1976,1262,1262.0,2.0,460.0,1262,6,181500
0.0,6,2,1996,1996,827,799.0,2.0,550.0,1661,7,212000
68.0,8,2,1978,1978,945,945.0,2.0,482.0,1857,7,188900
0.0,4,1,1950,1946,666,666.0,0.0,0.0,666,3,64500
288.0,8,2,1992,1978,1117,1117.0,2.0,522.0,1981,6,230000
0.0,7,1,1950,1925,901,901.0,2.0,576.0,1351,5,122000
0.0,6,1,1956,1956,1005,1005.0,1.0,319.0,1005,5,133500
0.0,8,2,1950,1920,1584,1510.0,2.0,520.0,2792,6,256000
0.0,6,2,1976,1976,925,550.0,1.0,336.0,1475,5,129500
320.0,8,2,2003,2003,1978,1978.0,3.0,850.0,1978,8,318000
383.0,6,2,2006,2006,1606,1598.0,3.0,871.0,1606,8,255900
0.0,5,1,2004,2004,1158,1158.0,0.0,0.0,1158,6,143500
240.0,8,2,2006,2005,1822,1822.0,3.0,678.0,1822,8,259000
184.0,7,2,1953,1953,2259,1809.0,2.0,450.0,2259,6,217000
0.0,6,1,1950,1923,915,1065.0,2.0,440.0,1635,6,210000
76.0,5,1,1970,1970,1002,1002.0,2.0,902.0,1002,5,148500
0.0,6,2,2007,2006,616,616.0,2.0,432.0,1412,6,156932
0.0,10,2,1965,1965,1728,1728.0,2.0,576.0,1728,5,145000
0.0,6,2,2007,2007,1290,1282.0,2.0,662.0,1290,7,200000
400.0,7,2,2006,2005,2046,1994.0,3.0,878.0,2046,10,450000
894.0,6,2,1999,1999,742,729.0,2.0,440.0,1471,6,172500
0.0,9,2,1997,1974,1548,1522.0,2.0,624.0,2614,6,240000
0.0,8,3,2005,2004,1580,1580.0,2.0,610.0,2466,8,340000
0.0,7,2,2007,2007,1466,1466.0,3.0,610.0,1466,8,201000
0.0,5,1,1975,1975,969,969.0,2.0,440.0,969,5,122000
67.0,7,2,1985,1978,1664,1529.0,2.0,663.0,1664,7,213000
0.0,5,1,1967,1967,1691,1680.0,2.0,550.0,1691,6,175000
108.0,6,2,2007,2007,1208,1208.0,2.0,628.0,1208,7,195400
172.0,6,1,1967,1967,1052,1052.0,1.0,668.0,1052,5,113500
0.0,6,1,1950,1939,972,972.0,1.0,312.0,1577,6,140200
90.0,5,1,1968,1968,909,882.0,1.0,294.0,909,5,116000
382.0,9,2,2006,2005,1838,1838.0,3.0,682.0,1838,9,359900
62.0,6,1,1977,1977,686,675.0,1.0,317.0,1388,6,157500
0.0,7,1,1993,1955,1867,1617.0,1.0,303.0,1867,5,190000
0.0,5,1,1950,1924,1301,1145.0,2.0,440.0,1301,5,100000
425.0,6,1,1964,1964,1251,1251.0,1.0,461.0,1251,6,160000
68.0,6,2,2001,2002,1444,1431.0,2.0,577.0,1444,7,203000
336.0,9,2,1990,1990,1453,1453.0,2.0,750.0,2810,8,302000
0.0,5,2,1980,1980,923,923.0,1.0,264.0,923,6,143000
0.0,9,2,1999,1998,1210,1028.0,2.0,683.0,2452,8,267000
0.0,8,2,1964,1964,1224,0.0,3.0,530.0,1224,4,103000
443.0,5,2,1998,1998,1337,1237.0,2.0,405.0,1337,6,153500
0.0,6,2,1981,1975,1701,1390.0,2.0,611.0,1701,5,171000
0.0,9,1,1950,1924,1093,1093.0,1.0,288.0,1669,4,107000
86.0,5,1,1968,1968,952,952.0,1.0,288.0,952,6,128500
0.0,5,1,1957,1957,922,922.0,1.0,308.0,922,5,116000
0.0,5,2,1977,1977,1126,1126.0,2.0,484.0,1126,5,160000
0.0,5,2,1992,1992,1280,1280.0,2.0,506.0,1280,8,180000
32.0,5,1,2002,1970,914,914.0,1.0,368.0,914,5,133000
200.0,8,2,1997,1997,1368,1288.0,4.0,784.0,1368,7,215000
0.0,7,1,1950,1942,753,771.0,1.0,213.0,1494,6,177500
248.0,7,2,2006,2006,1534,1524.0,2.0,484.0,1534,8,215000
0.0,6,2,1950,1938,994,952.0,1.0,250.0,1582,5,150000
0.0,11,3,1990,1990,1699,1673.0,3.0,594.0,3222,7,320000
180.0,6,1,1964,1964,1516,1516.0,2.0,472.0,1516,6,167000
0.0,6,1,1950,1935,1032,0.0,1.0,260.0,1032,5,125000
0.0,6,2,1992,1949,1588,448.0,0.0,0.0,1588,3,65000
0.0,6,2,2007,2007,1316,1316.0,2.0,440.0,1316,7,200141
0.0,6,3,2007,2007,1528,1528.0,2.0,480.0,1528,7,235876
0.0,11,2,1993,1900,928,760.0,2.0,576.0,2168,5,123000
41.0,7,1,1951,1951,1081,806.0,1.0,288.0,1422,5,137500
0.0,5,1,1995,1994,990,990.0,0.0,0.0,990,4,123600
101.0,6,2,1965,1965,1324,1088.0,2.0,440.0,1324,6,160000
0.0,7,2,2000,2000,948,924.0,2.0,463.0,1690,6,181000
0.0,4,1,1995,1955,825,825.0,2.0,720.0,825,5,125000
0.0,8,1,1968,1968,829,727.0,2.0,441.0,1556,6,154000
0.0,7,2,1994,1993,1152,1152.0,2.0,616.0,1797,6,231000
0.0,6,1,1968,1968,1056,1056.0,1.0,304.0,1056,5,142000
0.0,12,2,1993,1892,1518,1107.0,3.0,840.0,3608,10,475000
473.0,5,2,2006,2005,1778,1573.0,2.0,495.0,1778,8,375000
0.0,5,1,1971,1971,864,864.0,0.0,0.0,864,4,115000
0.0,6,2,2005,2004,1221,1221.0,2.0,400.0,1221,7,185000
0.0,4,1,1995,1920,740,660.0,1.0,216.0,865,6,108500
0.0,4,2,2005,2005,520,600.0,2.0,480.0,1223,7,147400
218.0,6,2,1999,1999,713,691.0,2.0,506.0,1452,7,156000
0.0,6,2,1978,1915,880,880.0,2.0,400.0,1308,5,120000
0.0,7,2,2004,2004,744,384.0,2.0,400.0,1374,7,167000
14.0,7,2,2006,2005,1504,1346.0,2.0,437.0,1504,7,191000
0.0,7,2,1997,1997,754,384.0,2.0,390.0,1384,6,161500
0.0,7,1,1975,1955,1411,1204.0,1.0,310.0,1411,5,130000
0.0,5,1,1963,1963,970,970.0,2.0,624.0,970,5,132500
0.0,5,1,1970,1970,904,864.0,3.0,912.0,904,5,144000
0.0,11,2,1979,1979,1100,0.0,2.0,579.0,2233,5,141000
0.0,5,1,2006,1972,875,385.0,2.0,728.0,875,4,117000
0.0,5,1,1982,1935,520,520.0,0.0,0.0,754,6,84500
0.0,6,1,1994,1954,1663,1364.0,2.0,529.0,1663,4,256000
0.0,5,1,1965,1965,925,925.0,1.0,429.0,925,5,117500
0.0,7,1,1950,1940,976,728.0,1.0,256.0,1308,5,160000
0.0,6,1,1998,1956,1375,1240.0,1.0,323.0,1375,5,187000
280.0,7,2,2003,2003,1217,1317.0,3.0,818.0,2385,8,350000
0.0,8,2,1974,1974,896,896.0,2.0,480.0,1792,5,133000
554.0,9,2,2007,2007,2464,2418.0,3.0,650.0,2464,8,417500
130.0,7,2,2007,2007,1569,1386.0,3.0,660.0,1569,7,175900
242.0,8,1,2009,2009,1680,1555.0,3.0,1138.0,1680,9,323262
0.0,6,2,2003,2003,1337,1337.0,2.0,531.0,1337,7,185000
0.0,4,1,1950,1934,816,816.0,1.0,240.0,816,6,129800
226.0,7,2,2005,2005,1541,1541.0,2.0,532.0,1541,7,220000
0.0,6,1,1995,1935,989,884.0,1.0,240.0,1573,4,133000
0.0,6,2,1996,1949,832,832.0,1.0,384.0,1461,4,133500
0.0,9,3,1976,1976,2048,1958.0,2.0,776.0,2048,6,170000
0.0,7,2,1994,1993,910,903.0,2.0,392.0,1642,6,168000
0.0,6,1,1994,1922,868,738.0,2.0,624.0,1470,6,140750
0.0,7,3,2003,1999,957,938.0,2.0,482.0,2299,6,204000
180.0,8,2,2001,2001,884,884.0,2.0,434.0,2035,7,222500
0.0,6,1,1962,1962,999,925.0,1.0,300.0,999,5,134500
0.0,6,2,2004,2004,1378,1378.0,2.0,540.0,1378,8,214000
0.0,5,1,1950,1939,793,793.0,2.0,410.0,1118,5,119900
270.0,8,2,1955,1955,1440,1440.0,0.0,0.0,1440,4,118000
45.0,6,1,2002,1960,1134,1010.0,1.0,254.0,1134,5,135000
0.0,8,1,2000,1923,1053,833.0,2.0,370.0,1848,6,207000
0.0,7,2,1950,1925,1390,1181.0,2.0,576.0,1694,6,136500
0.0,4,1,2000,1954,901,901.0,1.0,281.0,901,4,107900
0.0,6,1,1950,1938,861,861.0,2.0,528.0,1409,6,126000
112.0,7,1,1960,1960,1656,1080.0,2.0,528.0,1656,6,215000
272.0,9,2,2008,2007,1742,1682.0,3.0,846.0,2332,10,426000
0.0,5,1,2007,1950,1113,1113.0,1.0,264.0,1113,5,147000
0.0,6,1,2000,1916,1232,816.0,2.0,440.0,1232,6,147500
480.0,7,2,2007,2007,1950,1950.0,3.0,706.0,1950,9,383000
102.0,6,2,1988,1988,1872,1845.0,2.0,604.0,1872,7,241500
0.0,6,1,1995,1914,676,676.0,2.0,400.0,1264,6,147500
130.0,9,3,2005,2005,1168,1168.0,3.0,683.0,2500,8,355000
0.0,5,1,1950,1924,784,784.0,0.0,0.0,784,5,109500
0.0,4,1,1950,1940,612,0.0,1.0,308.0,612,2,45000
0.0,10,2,1950,1940,1207,1032.0,1.0,349.0,2403,7,244400
238.0,7,1,1953,1953,1644,1416.0,2.0,418.0,1644,6,167000
214.0,7,2,2002,2002,860,860.0,2.0,542.0,1729,7,200000
0.0,4,1,1950,1936,879,830.0,1.0,180.0,879,5,80000
0.0,5,1,1990,1955,864,864.0,2.0,572.0,864,5,115000
74.0,6,1,1956,1956,1196,1196.0,1.0,297.0,1196,6,139000
203.0,6,1,1978,1978,672,672.0,2.0,440.0,1400,6,149500
0.0,7,1,1950,1940,755,755.0,1.0,296.0,1510,4,108000
0.0,7,2,2000,1900,694,0.0,0.0,0.0,1294,4,106250
0.0,5,2,2006,2006,1240,1240.0,3.0,826.0,1240,7,194000
51.0,6,1,1962,1962,988,988.0,2.0,624.0,988,5,129500
0.0,8,2,1968,1968,1560,1560.0,3.0,792.0,1560,5,126000
0.0,6,1,1950,1950,1368,1078.0,1.0,195.0,1368,5,120000
109.0,7,2,2005,2004,1484,1473.0,2.0,606.0,1484,7,213000
0.0,4,1,1980,1980,1226,1226.0,2.0,484.0,1226,8,190000
112.0,6,2,1994,1993,1169,1160.0,2.0,402.0,1169,6,183500
364.0,6,2,1999,1963,1035,725.0,1.0,276.0,1651,7,172000
0.0,3,1,1958,1938,816,816.0,1.0,288.0,816,4,100000
212.0,6,2,2007,2007,1564,1564.0,3.0,814.0,1564,7,218836
0.0,7,2,2000,1905,1221,482.0,2.0,672.0,1912,6,163000
0.0,6,2,2006,2006,1525,1510.0,2.0,534.0,1525,7,206580
0.0,8,2,2006,2005,728,728.0,2.0,390.0,1456,6,163990
0.0,7,1,2004,1910,665,396.0,1.0,390.0,1330,5,116500
0.0,7,2,2003,2002,840,840.0,2.0,400.0,1720,7,188000
87.0,6,2,1966,1966,1280,793.0,2.0,432.0,1280,5,175000
0.0,5,2,1988,1988,1179,1166.0,2.0,480.0,1179,8,182000
0.0,5,1,1980,1926,960,850.0,2.0,576.0,960,5,103000
705.0,8,2,2002,2001,2633,2633.0,3.0,804.0,2633,10,466500
0.0,6,2,1998,1959,988,988.0,1.0,297.0,988,6,149500
0.0,4,2,1978,1978,1055,1061.0,1.0,319.0,1055,7,142500
0.0,6,1,1950,1926,1422,1290.0,1.0,352.0,1422,5,136500
0.0,5,2,1994,1993,630,630.0,2.0,484.0,1320,6,137000
102.0,6,2,1988,1988,1688,1675.0,2.0,528.0,1688,7,226500
0.0,5,1,1990,1990,1341,1300.0,2.0,506.0,1341,7,171500
0.0,6,1,1976,1976,954,911.0,2.0,576.0,954,5,132500
340.0,6,2,1950,1949,1040,0.0,2.0,400.0,1040,3,87500
